method_id	referenceid	criteria	probe_concentration	probeid	name_show	type	cpid	name_competitor	cell_id	experiment_method	Quantitative Method	cp_concentration	remark
LDD1903	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0463	C230	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1902	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0462	C229	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1901	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0461	C228	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1900	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0460	C227	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1899	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0459	C226	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1898	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0458	C225	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1897	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0457	C223	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1896	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0456	C222	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1895	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0455	C221	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1894	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0454	C220	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1893	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0453	C219	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1892	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0452	C218	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1891	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0451	C217	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1890	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0450	C216	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1889	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0449	C215	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1888	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0448	C214	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1887	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0447	C213	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1886	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0446	C212	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1885	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0445	C211	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1884	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0444	C210	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1883	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0443	C208	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1882	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0442	C207	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1881	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0441	C206	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1880	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0440	C205	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1879	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0439	C204	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1878	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0438	C203	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1877	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0437	C201	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1876	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0436	C200	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1875	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0435	C199	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1874	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0434	C198	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1873	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0433	C197	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1872	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0432	C196	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1871	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0431	C195	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1870	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0430	C194	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1869	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0429	C193	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1868	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0428	C191	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1867	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0427	C190	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1866	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0426	C189	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1865	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0425	C187	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1864	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0424	C186	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1863	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0423	C185	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1862	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0422	C184	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1861	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0421	C183	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1860	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0420	C182	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1859	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0419	C180	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1858	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0418	C179	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1857	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0417	C178	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1856	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0416	C177	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1855	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0415	C176	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1854	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0414	C174	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1853	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0413	C173	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1852	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0412	C172	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1851	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0411	C171	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1850	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0410	C170	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1849	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0409	C169	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1848	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0408	C168	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1847	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0407	C167	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1846	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0406	C166	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1845	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0405	C165	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1844	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0404	C164	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1843	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0403	C163	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1842	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0402	C162	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1841	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0401	C161	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1840	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0400	C160	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1839	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0399	C159	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1838	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0398	C158	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1837	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0397	C157	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1836	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0396	C156	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1835	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0395	C154	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1834	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0394	C153	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1833	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0393	C152	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1832	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0392	C151	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1831	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0391	C150	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1830	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0390	C149	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1829	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0389	C147	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1828	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0388	C146	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1827	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0387	C145	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1826	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0386	C144	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1825	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0385	C143	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1824	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0384	C142	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1823	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0383	C141	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1822	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0382	C140	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1821	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0381	C139	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1820	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0380	C138	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1819	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0379	C137	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1818	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0378	C136	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1817	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0377	C135	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1816	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0376	C134	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1815	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0375	C133	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1814	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0374	C132	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1813	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0373	C131	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1812	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0372	C130	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1811	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0371	C129	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1810	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0370	C128	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1809	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0369	C125	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1808	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0368	C122	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1807	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0367	C121	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1806	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0366	C120	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1805	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0365	C119	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1804	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0364	C117	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1803	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0363	C116	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1802	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0362	C115	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1801	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0361	C114	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1800	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0360	C113	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1799	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0359	C112	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1798	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0358	C111	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1797	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0357	C110	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1796	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0356	C109	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1795	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0355	C108	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1794	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0354	C107	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1793	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0353	C106	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1792	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0352	C105	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1791	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0351	C103	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1790	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0350	C102	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
