method_id	referenceid	criteria	probe_concentration	probeid	name_show	type	cpid	name_competitor	cell_id	experiment_method	Quantitative Method	cp_concentration	remark
LDD2017	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0577	C356	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD2016	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0576	C355	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD2015	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0575	C354	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD2014	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0574	C353	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD2013	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0573	C352	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD2012	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0572	C351	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD2011	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0571	C350	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD2010	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0570	C349	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD2009	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0569	C348	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD2008	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0568	C347	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD2007	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0567	C346	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD2006	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0566	C344	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD2005	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0565	C343	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD2004	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0564	C342	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD2003	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0563	C340	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD2002	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0562	C339	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD2001	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0561	C338	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD2000	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0560	C337	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1999	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0559	C336	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1998	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0558	C335	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1997	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0557	C334	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1996	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0556	C333	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1995	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0555	C332	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1994	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0554	C331	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1993	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0553	C329	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1992	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0552	C328	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1991	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0551	C327	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1990	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0550	C326	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1989	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0549	C323	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1988	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0548	C322	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1987	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0547	C321	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1986	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0546	C320	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1985	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0545	C319	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1984	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0544	C318	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1983	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0543	C317	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1982	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0542	C316	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1981	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0541	C314	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1980	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0540	C313	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1979	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0539	C312	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1978	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0538	C311	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1977	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0537	C310	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1976	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0536	C309	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1975	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0535	C307	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1974	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0534	C305	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1973	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0533	C304	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1972	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0532	C303	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1971	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0531	C302	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1970	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0530	C301	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1969	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0529	C300	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1968	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0528	C299	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1967	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0527	C297	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1966	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0526	C296	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1965	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0525	C295	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1964	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0524	C294	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1963	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0523	C293	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1962	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0522	C292	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1961	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0521	C291	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1960	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0520	C290	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1959	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0519	C289	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1958	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0518	C288	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1957	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0517	C287	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1956	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0516	C286	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1955	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0515	C285	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1954	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0514	C284	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1953	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0513	C283	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1952	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0512	C282	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1951	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0511	C281	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1950	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0510	C280	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1949	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0509	C279	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1948	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0508	C278	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1947	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0507	C277	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1946	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0506	C276	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1945	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0505	C275	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1944	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0504	C274	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1943	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0503	C273	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1942	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0502	C272	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1941	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0501	C271	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1940	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0500	C270	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1939	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0499	C269	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1938	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0498	C268	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1937	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0497	C266	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1936	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0496	C265	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1935	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0495	C264	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1934	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0494	C262	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1933	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0493	C261	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1932	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0492	C260	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1931	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0491	C258	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1930	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0490	C257	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1929	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0489	C256	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1928	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0488	C255	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1927	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0487	C254	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1926	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0486	C253	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1925	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0485	C252	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1924	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0484	C251	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1923	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0483	C250	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1922	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0482	C249	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1921	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0481	C248	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1920	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0480	C247	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1919	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0479	C246	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1918	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0478	C245	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1917	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0477	C244	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1916	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0476	C243	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1915	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0475	C242	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1914	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0474	C241	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1913	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0473	C240	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1912	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0472	C239	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1911	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0471	C238	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1910	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0470	C237	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1909	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0469	C236	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1908	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0468	C235	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1907	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0467	C234	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1906	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0466	C233	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1905	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0465	C232	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
LDD1904	REF000133	Quantification: AfBPP Probe vs Negative Probe	Probe:50uM; negative probe:50uM	LDPC0464	C231	PAL-AfBPP Probe	.	.	LDCLC0022	.	TMT	.	Negative probe:C#CCCC1(CCC(NC)=O)N=N1
